transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0001,Riyadh-North,230.26,389.56,60.19,89.7,30.3,NORMAL,B,2026/05/25 00:58:52
TRF-0002,Riyadh-East,237.02,121.06,60.04,28.69,39.0,NORMAL,C,25-05-2026 00:58
TRF-0003,Jeddah-Main,238.27,184.49,59.87,43.96,53.5,NORMAL,C,20260525T005852
TRF-0004,Jeddah-Industrial,223.95,326.41,60.2,73.1,45.3,NORMAL,A,2026-05-25 00:58:52
TRF-0005,Dammam-Central,231.83,266.05,60.0,61.68,52.9,NORMAL,B,25-05-2026 00:58
TRF-0006,Dammam-Port,-230,319.12,60.01,72.58,41.4,NORMAL,B,05/25/2026 00:58:52
TRF-0007,Mecca-Haram,235.23,153.35,60.13,36.07,52.5,NORMAL,B,2026-05-25 00:58:52
TRF-0008,Medina-Central,224.31,478.51,60.12,107.33,49.0,NORMAL,B,25-05-2026 00:58
TRF-0009,Abha-City,232.4,178.43,59.8,41.47,55.0,NORMAL,B,2026-05-25 00:58:52
TRF-0010,Tabuk-Center,237.6,288.54,59.81,68.56,52.8,NORMAL,C,20260525T005852
TRF-0001,Riyadh-North,222.13,466.31,60.08,103.58,50.9,NORMAL,B,2026/05/25 00:58:52
TRF-0002,Riyadh-East,224.19,472.72,60.16,105.98,34.7,NORMAL,B,05/25/2026 00:58:52
TRF-0003,Jeddah-Main,226.01,418.06,59.97,94.49,62.9,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,237.13,231.49,60.14,54.89,56.5,NORMAL,A,05/25/2026 00:58:52
TRF-0005,Dammam-Central,227.43,459.58,60.07,104.52,54.1,NORMAL,C,2026-05-25 00:58:52
TRF-0006,Dammam-Port,221.53,459.05,60.16,101.69,53.3,NORMAL,B,2026/05/25 00:58:52
TRF-0006,Dammam-Port,221.53,459.05,60.16,101.69,53.3,NORMAL,B,2026/05/25 00:58:52
TRF-0007,Mecca-Haram,234.93,291.28,60.11,68.43,36.6,NORMAL,C,2026/05/25 00:58:52
TRF-0008,Medina-Central,-230,178.48,60.07,42.42,52.2,NORMAL,B,2026-05-25 00:58:52
TRF-0009,Abha-City,233.38,230.14,60.03,53.71,45.8,NORMAL,C,25-05-2026 00:58
TRF-0010,Tabuk-Center,237.39,138.95,60.17,32.99,33.6,NORMAL,A,20260525T005852
TRF-0001,Riyadh-North,233.46,157.83,60.13,36.85,63.6,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,238.88,213.69,59.93,51.05,33.4,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,234.08,464.76,60.1,108.79,43.1,NORMAL,A,05/25/2026 00:58:52
TRF-0004,Jeddah-Industrial,225.1,140.51,59.88,31.63,41.6,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,223.79,114.66,59.82,25.66,61.8,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,223.79,114.66,59.82,25.66,61.8,NORMAL,C,25-05-2026 00:58
TRF-0006,Dammam-Port,222.1,195.86,59.81,43.5,51.7,NORMAL,A,2026/05/25 00:58:52
TRF-0007,Mecca-Haram,227.24,382.43,60.03,86.9,58.3,NORMAL,C,2026/05/25 00:58:52
TRF-0008,Medina-Central,224.33,228.94,60.12,,48.7,NORMAL,C,05/25/2026 00:58:52
TRF-0009,Abha-City,226.4,448.04,59.99,101.44,43.3,NORMAL,A,05/25/2026 00:58:52
TRF-0010,Tabuk-Center,233.58,146.83,60.04,34.3,35.6,NORMAL,B,20260525T005852
TRF-0001,Riyadh-North,238.27,274.16,60.05,65.32,,NORMAL,C,20260525T005852
TRF-0002,Riyadh-East,227.29,443.24,59.98,100.74,38.0,NORMAL,B,2026-05-25 00:58:52
TRF-0003,Jeddah-Main,227.99,147.78,59.88,33.69,40.2,NORMAL,C,2026-05-25 00:58:52
TRF-0004,Jeddah-Industrial,232.9,209.98,59.95,48.9,58.9,NORMAL,B,05/25/2026 00:58:52
TRF-0005,Dammam-Central,222.92,438.99,60.17,97.86,57.1,NORMAL,C,20260525T005852
TRF-0005,Dammam-Central,222.92,438.99,60.17,97.86,57.1,NORMAL,C,20260525T005852
TRF-0006,Dammam-Port,239.84,478.37,60.08,114.73,51.2,NORMAL,C,05/25/2026 00:58:52
TRF-0007,Mecca-Haram,225.38,496.08,60.03,111.81,60.4,NORMAL,C,20260525T005852
TRF-0008,Medina-Central,230.09,0.0,60.1,0.0,41.1,OUTAGE,B,2026-05-25 00:58:52
TRF-0009,Abha-City,232.66,168.37,59.96,39.17,56.2,NORMAL,A,25-05-2026 00:58
TRF-0010,Tabuk-Center,235.44,390.13,59.87,91.85,38.9,NORMAL,A,2026/05/25 00:58:52
TRF-0001,Riyadh-North,224.41,116.41,60.09,26.12,40.0,NORMAL,C,2026-05-25 00:58:52
TRF-0002,Riyadh-East,239.57,275.71,60.04,66.05,36.7,NORMAL,B,05/25/2026 00:58:52
TRF-0003,Jeddah-Main,223.89,363.63,59.91,81.41,61.3,NORMAL,C,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,222.07,298.34,60.18,66.25,37.9,NORMAL,A,2026/05/25 00:58:52
TRF-0005,Dammam-Central,225.17,374.58,60.18,84.34,250.0,OVERHEAT,B,2026-05-25 00:58:52
TRF-0006,Dammam-Port,224.73,465.39,59.82,104.59,59.7,NORMAL,B,2026/05/25 00:58:52
TRF-0007,Mecca-Haram,232.5,413.69,60.07,96.18,45.1,NORMAL,A,2026-05-25 00:58:52
TRF-0008,Medina-Central,222.19,353.0,60.2,78.43,49.9,NORMAL,C,2026-05-25 00:58:52
TRF-0009,Abha-City,222.82,499.26,60.19,111.25,39.6,NORMAL,C,2026/05/25 00:58:52
TRF-0010,Tabuk-Center,225.37,384.33,59.87,86.62,35.6,NORMAL,C,2026/05/25 00:58:52
TRF-0001,Riyadh-North,236.76,321.16,59.96,76.04,36.9,NORMAL,A,25-05-2026 00:58
TRF-0002,Riyadh-East,234.13,100.89,59.91,23.62,39.1,NORMAL,A,2026/05/25 00:58:52
TRF-0003,Jeddah-Main,238.81,302.23,59.89,72.18,36.0,NORMAL,B,2026/05/25 00:58:52
TRF-0004,Jeddah-Industrial,229.03,258.19,59.84,59.13,42.3,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,220.44,441.87,60.14,97.41,36.8,NORMAL,B,05/25/2026 00:58:52
TRF-0006,Dammam-Port,235.41,209.67,59.86,49.36,60.7,NORMAL,B,2026-05-25 00:58:52
TRF-0007,Mecca-Haram,225.03,283.14,60.16,63.71,47.4,NORMAL,B,20260525T005852
TRF-0008,Medina-Central,239.28,237.81,59.8,56.9,59.7,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,222.37,273.1,59.9,60.73,56.2,NORMAL,B,25-05-2026 00:58
TRF-0010,Tabuk-Center,239.38,111.01,60.15,26.57,37.1,NORMAL,A,2026/05/25 00:58:52
TRF-0001,Riyadh-North,227.96,258.95,60.18,59.03,35.6,NORMAL,A,25-05-2026 00:58
TRF-0002,Riyadh-East,222.85,436.01,60.08,97.16,62.1,NORMAL,B,2026/05/25 00:58:52
TRF-0003,Jeddah-Main,227.77,485.24,60.11,110.52,38.1,NORMAL,C,2026/05/25 00:58:52
TRF-0004,Jeddah-Industrial,233.72,285.33,60.13,66.69,53.8,NORMAL,B,20260525T005852
TRF-0005,Dammam-Central,232.28,164.06,59.81,38.11,45.8,NORMAL,A,2026/05/25 00:58:52
TRF-0006,Dammam-Port,235.88,343.81,60.1,81.1,37.4,NORMAL,C,2026-05-25 00:58:52
TRF-0007,Mecca-Haram,226.4,353.15,59.97,79.95,43.5,NORMAL,B,2026-05-25 00:58:52
TRF-0008,Medina-Central,229.73,131.67,59.98,30.25,250.0,OVERHEAT,B,20260525T005852
TRF-0009,Abha-City,228.33,197.78,59.87,45.16,47.4,NORMAL,C,2026-05-25 00:58:52
TRF-0010,Tabuk-Center,236.55,266.87,60.05,63.13,34.6,NORMAL,A,05/25/2026 00:58:52
TRF-0001,Riyadh-North,221.45,221.47,60.16,49.04,58.8,NORMAL,A,05/25/2026 00:58:52
TRF-0002,Riyadh-East,226.52,335.53,60.13,76.0,57.5,NORMAL,C,05/25/2026 00:58:52
TRF-0003,Jeddah-Main,238.97,211.62,59.81,50.57,30.3,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,223.51,442.44,60.12,98.89,39.4,NORMAL,C,05/25/2026 00:58:52
TRF-0005,Dammam-Central,226.81,458.73,59.89,104.04,53.4,NORMAL,B,05/25/2026 00:58:52
TRF-0006,Dammam-Port,232.9,493.05,60.16,114.83,45.0,NORMAL,C,2026-05-25 00:58:52
TRF-0007,Mecca-Haram,228.24,422.62,59.87,96.46,58.7,NORMAL,C,20260525T005852
TRF-0008,Medina-Central,221.92,176.51,60.05,39.17,55.2,NORMAL,B,20260525T005852
TRF-0009,Abha-City,229.6,325.75,60.09,74.79,31.5,NORMAL,A,05/25/2026 00:58:52
TRF-0010,Tabuk-Center,224.06,391.06,60.19,87.62,64.8,NORMAL,C,2026/05/25 00:58:52
;;;;;
TRF-0001,Riyadh-North,235.36,335.35,59.97,78.93,38.5,NORMAL,C,05/25/2026 00:58:53
TRF-0001,Riyadh-North,235.36,335.35,59.97,78.93,38.5,NORMAL,C,05/25/2026 00:58:53
TRF-0002,Riyadh-East,223.82,263.04,60.15,58.87,51.4,NORMAL,B,05/25/2026 00:58:53
TRF-0003,Jeddah-Main,231.98,365.96,59.84,84.9,40.5,NORMAL,A,20260525T005853
TRF-0004,Jeddah-Industrial,227.19,214.8,60.17,48.8,64.8,NORMAL,C,2026-05-25 00:58:53
TRF-0005,Dammam-Central,222.8,480.49,59.84,107.05,31.7,NORMAL,B,25-05-2026 00:58
TRF-0006,Dammam-Port,232.97,169.48,59.97,39.48,30.4,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,238.63,151.08,60.08,36.05,58.4,NORMAL,B,20260525T005853
TRF-0008,Medina-Central,231.79,425.05,59.96,98.52,45.4,NORMAL,A,05/25/2026 00:58:53
TRF-0009,Abha-City,230.2,238.93,59.88,55.0,34.2,NORMAL,B,2026/05/25 00:58:53
TRF-0010,Tabuk-Center,238.2,256.66,60.2,61.14,57.3,NORMAL,A,05/25/2026 00:58:53
TRF-0001,Riyadh-North,237.4,483.33,60.16,114.74,60.9,NORMAL,A,2026-05-25 00:58:53
TRF-0002,Riyadh-East,230.44,433.34,60.05,99.86,49.2,NORMAL,C,20260525T005853
TRF-0003,Jeddah-Main,235.43,,59.91,62.48,45.3,NORMAL,C,2026/05/25 00:58:53
TRF-0004,Jeddah-Industrial,225.97,172.76,67.94,39.04,56.3,FREQ_DRIFT,A,25-05-2026 00:58
TRF-0005,Dammam-Central,230.02,128.59,60.08,29.58,56.4,NORMAL,B,20260525T005853
TRF-0006,Dammam-Port,226.18,476.12,59.83,107.69,44.0,NORMAL,C,2026-05-25 00:58:53
TRF-0007,Mecca-Haram,232.58,109.63,60.15,25.5,57.6,NORMAL,A,2026-05-25 00:58:53
TRF-0008,Medina-Central,234.86,421.08,59.94,98.89,58.8,NORMAL,C,2026-05-25 00:58:53
TRF-0009,Abha-City,234.12,223.96,60.02,52.43,57.7,NORMAL,A,20260525T005853
TRF-0010,Tabuk-Center,221.27,202.45,60.06,44.8,41.8,NORMAL,B,2026-05-25 00:58:53
TRF-0001,Riyadh-North,237.75,326.6,59.91,77.65,34.0,NORMAL,C,05/25/2026 00:58:53
TRF-0002,Riyadh-East,237.83,113.57,59.86,27.01,35.6,NORMAL,B,2026/05/25 00:58:53
TRF-0003,Jeddah-Main,232.9,204.32,59.86,47.59,39.1,NORMAL,C,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,234.96,476.5,59.95,111.96,55.7,NORMAL,B,20260525T005853
TRF-0005,Dammam-Central,237.71,246.08,59.85,58.5,41.1,NORMAL,A,05/25/2026 00:58:53
TRF-0006,Dammam-Port,224.11,353.99,59.94,79.33,37.7,NORMAL,C,2026-05-25 00:58:53
TRF-0007,Mecca-Haram,228.97,122.68,59.93,28.09,55.3,NORMAL,C,25-05-2026 00:58
TRF-0008,Medina-Central,239.92,497.18,60.0,119.28,57.4,NORMAL,C,05/25/2026 00:58:53
TRF-0008,Medina-Central,239.92,497.18,60.0,119.28,57.4,NORMAL,C,05/25/2026 00:58:53
TRF-0009,Abha-City,223.54,103.2,59.9,23.07,60.7,NORMAL,B,25-05-2026 00:58
TRF-0010,Tabuk-Center,238.43,361.79,59.9,86.26,250.0,OVERHEAT,A,05/25/2026 00:58:53
TRF-0001,Riyadh-North,229.25,333.24,60.06,76.4,60.5,NORMAL,B,2026/05/25 00:58:53
TRF-0002,Riyadh-East,220.34,377.85,59.81,83.26,63.4,NORMAL,C,25-05-2026 00:58
TRF-0003,Jeddah-Main,,151.63,60.18,34.36,58.7,NORMAL,A,20260525T005853
TRF-0004,Jeddah-Industrial,239.02,0.0,60.16,0.0,46.4,OUTAGE,A,2026-05-25 00:58:53
TRF-0005,Dammam-Central,233.29,172.71,60.11,40.29,40.0,NORMAL,B,05/25/2026 00:58:53
TRF-0006,Dammam-Port,234.27,206.55,59.88,48.39,41.1,NORMAL,B,2026-05-25 00:58:53
TRF-0007,Mecca-Haram,226.34,422.84,60.08,95.71,58.8,NORMAL,C,2026-05-25 00:58:53
TRF-0008,Medina-Central,234.61,204.1,59.91,47.88,46.4,NORMAL,B,2026-05-25 00:58:53
TRF-0009,Abha-City,234.82,316.59,59.82,74.34,250.0,OVERHEAT,A,2026/05/25 00:58:53
TRF-0010,Tabuk-Center,220.47,496.62,60.01,109.49,51.2,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,221.23,210.4,60.12,46.55,35.8,NORMAL,A,25-05-2026 00:58
TRF-0002,Riyadh-East,225.26,284.77,60.03,64.15,44.4,NORMAL,C,2026/05/25 00:58:53
TRF-0003,Jeddah-Main,232.17,400.05,60.08,92.88,57.0,NORMAL,A,05/25/2026 00:58:53
TRF-0004,Jeddah-Industrial,234.58,157.3,59.89,36.9,54.1,NORMAL,C,2026-05-25 00:58:53
TRF-0005,Dammam-Central,238.33,477.2,60.02,113.73,50.1,NORMAL,A,20260525T005853
TRF-0006,Dammam-Port,224.45,140.93,60.17,31.63,63.6,NORMAL,A,25-05-2026 00:58
TRF-0007,Mecca-Haram,231.69,318.32,59.9,73.75,40.0,NORMAL,B,2026-05-25 00:58:53
TRF-0008,Medina-Central,225.05,354.46,59.9,79.77,51.6,NORMAL,B,25-05-2026 00:58
TRF-0009,Abha-City,238.31,311.01,60.03,74.12,56.8,NORMAL,C,2026/05/25 00:58:53
TRF-0010,Tabuk-Center,237.8,113.59,59.94,27.01,61.5,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,237.48,173.76,59.9,41.26,58.0,NORMAL,A,20260525T005853
TRF-0002,Riyadh-East,225.72,358.34,59.82,80.88,47.2,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,223.79,232.44,59.89,52.02,30.9,NORMAL,A,2026/05/25 00:58:53
TRF-0004,Jeddah-Industrial,234.86,141.98,60.11,33.35,37.4,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,225.98,384.05,60.19,86.79,32.6,NORMAL,C,2026/05/25 00:58:53
TRF-0006,Dammam-Port,236.15,458.26,59.96,108.22,38.7,NORMAL,A,05/25/2026 00:58:53
TRF-0007,Mecca-Haram,226.36,334.88,59.9,75.8,36.7,NORMAL,B,20260525T005853
TRF-0008,Medina-Central,232.07,322.98,60.17,74.95,55.1,NORMAL,B,05/25/2026 00:58:53
TRF-0009,Abha-City,221.29,235.31,59.81,52.07,34.0,NORMAL,A,2026-05-25 00:58:53
TRF-0010,Tabuk-Center,231.39,273.93,59.83,63.38,33.9,NORMAL,A,2026/05/25 00:58:53
TRF-0001,Riyadh-North,224.58,100.07,60.09,22.47,58.0,NORMAL,B,05/25/2026 00:58:53
TRF-0002,Riyadh-East,235.03,476.77,60.08,112.06,30.4,NORMAL,B,20260525T005853
TRF-0003,Jeddah-Main,230.61,439.68,59.94,101.39,39.3,NORMAL,A,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,237.3,371.57,60.15,88.17,36.2,NORMAL,C,20260525T005853
TRF-0005,Dammam-Central,235.15,221.12,59.99,52.0,40.3,NORMAL,B,05/25/2026 00:58:53
TRF-0006,Dammam-Port,226.24,197.22,60.15,44.62,61.8,NORMAL,B,20260525T005853
TRF-0007,Mecca-Haram,230.06,351.48,60.15,80.86,48.1,NORMAL,C,2026-05-25 00:58:53
TRF-0008,Medina-Central,226.23,285.93,59.97,64.69,59.7,NORMAL,A,2026/05/25 00:58:53
TRF-0009,Abha-City,233.76,116.12,60.1,27.14,41.9,NORMAL,C,2026-05-25 00:58:53
TRF-0010,Tabuk-Center,222.14,278.49,59.89,61.86,51.1,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,,273.21,60.0,61.3,38.8,NORMAL,B,25-05-2026 00:58
TRF-0002,Riyadh-East,232.87,423.6,59.89,98.64,51.2,NORMAL,B,20260525T005853
TRF-0003,Jeddah-Main,226.5,227.7,60.05,51.57,31.0,NORMAL,B,05/25/2026 00:58:53
TRF-0004,Jeddah-Industrial,222.57,460.03,60.13,102.39,55.9,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,223.16,466.76,60.05,104.16,33.0,NORMAL,A,05/25/2026 00:58:53
TRF-0006,Dammam-Port,225.44,343.95,59.91,77.54,45.7,NORMAL,B,2026/05/25 00:58:53
TRF-0007,Mecca-Haram,226.78,437.58,59.92,99.23,57.4,NORMAL,B,2026-05-25 00:58:53
TRF-0008,Medina-Central,230.02,103.41,59.88,23.79,45.8,NORMAL,A,2026-05-25 00:58:53
TRF-0009,Abha-City,233.21,336.0,60.13,78.36,57.1,NORMAL,A,05/25/2026 00:58:53
TRF-0010,Tabuk-Center,233.74,326.22,60.14,76.25,43.5,NORMAL,A,05/25/2026 00:58:53
TRF-0001,Riyadh-North,222.22,183.76,59.92,40.84,35.1,NORMAL,A,20260525T005853
TRF-0002,Riyadh-East,224.02,0.0,59.96,0.0,59.3,OUTAGE,C,05/25/2026 00:58:53
TRF-0003,Jeddah-Main,,448.9,59.85,103.57,54.1,NORMAL,A,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,232.92,426.71,60.18,99.39,41.8,NORMAL,A,2026/05/25 00:58:53
TRF-0005,Dammam-Central,225.54,283.19,60.04,63.87,53.2,NORMAL,B,05/25/2026 00:58:53
TRF-0006,Dammam-Port,-230,485.24,60.04,113.63,53.6,NORMAL,C,25-05-2026 00:58
TRF-0007,Mecca-Haram,237.94,,60.11,96.03,63.0,NORMAL,A,20260525T005853
TRF-0008,Medina-Central,227.5,383.17,60.16,87.17,31.6,NORMAL,A,05/25/2026 00:58:53
TRF-0009,Abha-City,229.79,426.74,60.12,98.06,34.0,NORMAL,C,2026/05/25 00:58:53
TRF-0010,Tabuk-Center,234.63,482.37,59.88,113.18,38.7,NORMAL,C,05/25/2026 00:58:53
TRF-0001,Riyadh-North,233.92,480.93,60.07,112.5,38.1,NORMAL,A,2026-05-25 00:58:53
TRF-0002,Riyadh-East,229.03,477.9,60.15,109.45,45.7,NORMAL,B,05/25/2026 00:58:53
TRF-0003,Jeddah-Main,233.73,264.31,60.03,61.78,44.0,NORMAL,A,20260525T005853
TRF-0004,Jeddah-Industrial,,104.14,59.89,23.64,61.5,NORMAL,B,2026-05-25 00:58:53
TRF-0005,Dammam-Central,224.57,231.57,60.07,52.0,57.1,NORMAL,B,2026-05-25 00:58:53
TRF-0006,Dammam-Port,233.01,296.08,59.85,68.99,43.8,NORMAL,C,05/25/2026 00:58:53
TRF-0007,Mecca-Haram,-230,468.77,59.94,105.76,48.7,NORMAL,C,05/25/2026 00:58:53
TRF-0008,Medina-Central,232.52,230.97,60.02,53.71,32.8,NORMAL,A,2026/05/25 00:58:53
TRF-0009,Abha-City,-230,281.9,60.08,65.12,35.5,NORMAL,A,25-05-2026 00:58
TRF-0010,Tabuk-Center,226.75,324.04,60.01,73.48,54.0,NORMAL,C,2026-05-25 00:58:53
TRF-0001,Riyadh-North,223.03,233.89,60.09,52.16,59.1,NORMAL,B,20260525T005853
TRF-0002,Riyadh-East,234.94,204.35,60.15,48.01,64.8,NORMAL,A,05/25/2026 00:58:53
TRF-0003,Jeddah-Main,233.21,441.01,60.06,102.85,59.3,NORMAL,C,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,224.63,271.06,60.01,60.89,46.1,NORMAL,A,05/25/2026 00:58:53
TRF-0005,Dammam-Central,236.17,176.21,59.89,41.62,38.8,NORMAL,A,20260525T005853
TRF-0006,Dammam-Port,226.55,293.23,60.17,66.43,57.8,NORMAL,A,20260525T005853
TRF-0007,Mecca-Haram,225.9,228.57,59.94,51.63,36.0,NORMAL,A,2026/05/25 00:58:53
TRF-0008,Medina-Central,231.69,182.71,59.83,42.33,38.1,NORMAL,B,2026-05-25 00:58:53
TRF-0009,Abha-City,235.69,322.56,59.88,76.02,45.0,NORMAL,C,2026-05-25 00:58:53
;;;;;
TRF-0010,Tabuk-Center,228.88,417.72,60.02,95.61,56.0,NORMAL,A,2026/05/25 00:58:53
TRF-0001,Riyadh-North,231.12,242.33,59.96,56.01,33.6,NORMAL,B,2026/05/25 00:58:53
TRF-0002,Riyadh-East,238.05,397.78,60.1,94.69,44.6,NORMAL,C,2026/05/25 00:58:53
TRF-0002,Riyadh-East,238.05,397.78,60.1,94.69,44.6,NORMAL,C,2026/05/25 00:58:53
TRF-0003,Jeddah-Main,238.91,492.42,60.15,117.64,42.8,NORMAL,A,05/25/2026 00:58:53
TRF-0004,Jeddah-Industrial,221.24,199.39,60.16,44.11,55.4,NORMAL,B,05/25/2026 00:58:53
TRF-0005,Dammam-Central,229.58,360.52,60.09,82.77,47.1,NORMAL,A,25-05-2026 00:58
TRF-0006,Dammam-Port,234.88,290.5,59.82,68.23,53.6,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,239.15,163.36,59.85,39.07,47.6,NORMAL,C,25-05-2026 00:58
TRF-0008,Medina-Central,224.25,198.49,59.99,44.51,57.6,NORMAL,C,05/25/2026 00:58:53
TRF-0009,Abha-City,235.87,0.0,59.98,0.0,51.8,OUTAGE,B,20260525T005853
TRF-0010,Tabuk-Center,227.12,237.87,60.04,54.03,39.1,NORMAL,A,2026-05-25 00:58:53
TRF-0001,Riyadh-North,232.56,470.81,60.01,109.49,36.7,NORMAL,C,05/25/2026 00:58:53
TRF-0002,Riyadh-East,224.09,315.94,60.15,70.8,47.6,NORMAL,A,05/25/2026 00:58:53
TRF-0003,Jeddah-Main,224.08,178.25,60.09,39.94,61.4,NORMAL,B,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,232.09,1095.38,60.05,224.79,113.2,OVERLOAD,C,25-05-2026 00:58
TRF-0005,Dammam-Central,224.63,154.86,59.86,34.79,42.1,NORMAL,C,05/25/2026 00:58:53
TRF-0005,Dammam-Central,224.63,154.86,59.86,34.79,42.1,NORMAL,C,05/25/2026 00:58:53
TRF-0006,Dammam-Port,225.02,322.6,59.89,72.59,35.2,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,225.52,907.74,60.1,223.08,93.4,OVERLOAD,C,20260525T005853
TRF-0008,Medina-Central,238.61,423.87,60.2,101.14,40.8,NORMAL,A,05/25/2026 00:58:53
TRF-0009,Abha-City,224.01,434.09,59.83,97.24,34.0,NORMAL,C,20260525T005853
TRF-0010,Tabuk-Center,236.66,278.62,59.83,65.94,42.9,NORMAL,B,2026-05-25 00:58:53
TRF-0001,Riyadh-North,232.66,321.89,60.14,74.89,37.3,NORMAL,C,20260525T005853
TRF-0002,Riyadh-East,236.04,403.75,60.18,95.3,44.1,NORMAL,A,2026-05-25 00:58:53
TRF-0003,Jeddah-Main,237.32,190.23,60.06,45.15,39.3,NORMAL,C,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,235.61,294.39,60.2,69.36,36.9,NORMAL,A,25-05-2026 00:58

TRF-0005,Dammam-Central,230.31,373.06,68.46,85.92,53.9,FREQ_DRIFT,C,2026-05-25 00:58:53
TRF-0006,Dammam-Port,231.02,321.6,59.95,74.3,47.4,NORMAL,C,20260525T005853
TRF-0007,Mecca-Haram,238.94,113.29,59.85,27.07,44.2,NORMAL,B,20260525T005853
TRF-0008,Medina-Central,220.78,217.81,59.9,48.09,47.9,NORMAL,A,2026-05-25 00:58:53
TRF-0009,Abha-City,222.57,336.96,60.11,75.0,44.2,NORMAL,B,2026-05-25 00:58:53
TRF-0010,Tabuk-Center,231.49,134.93,60.02,31.23,250.0,OVERHEAT,C,20260525T005853
TRF-0001,Riyadh-North,220.83,381.96,60.2,84.35,39.0,NORMAL,C,20260525T005853
TRF-0002,Riyadh-East,226.09,142.12,60.15,32.13,46.8,NORMAL,A,20260525T005853
TRF-0002,Riyadh-East,226.09,142.12,60.15,32.13,46.8,NORMAL,A,20260525T005853
TRF-0003,Jeddah-Main,235.74,194.72,60.03,45.9,48.8,NORMAL,C,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,238.69,329.78,59.85,78.72,54.8,NORMAL,A,05/25/2026 00:58:53
TRF-0005,Dammam-Central,239.3,488.57,60.03,116.91,49.5,NORMAL,B,2026/05/25 00:58:53
TRF-0006,Dammam-Port,226.17,356.05,60.03,80.53,36.8,NORMAL,A,2026-05-25 00:58:53
TRF-0007,Mecca-Haram,239.31,251.84,60.1,60.27,56.7,NORMAL,C,20260525T005853
TRF-0008,Medina-Central,223.88,115.84,60.15,25.93,44.6,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,236.86,177.47,59.86,42.04,32.3,NORMAL,A,25-05-2026 00:58
TRF-0010,Tabuk-Center,236.74,278.97,60.08,66.04,61.7,NORMAL,C,2026/05/25 00:58:53
TRF-0001,Riyadh-North,236.18,283.22,60.18,66.89,51.7,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,229.79,458.5,60.13,105.36,57.4,NORMAL,A,20260525T005853
TRF-0003,Jeddah-Main,224.82,438.22,60.09,98.52,46.6,NORMAL,B,2026-05-25 00:58:53
TRF-0004,Jeddah-Industrial,237.26,178.19,59.98,42.28,32.4,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,234.3,213.57,59.96,50.04,60.0,NORMAL,C,05/25/2026 00:58:53
TRF-0006,Dammam-Port,230.5,401.66,64.65,92.58,37.1,FREQ_DRIFT,C,05/25/2026 00:58:53
TRF-0007,Mecca-Haram,232.81,470.77,60.18,109.6,60.7,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,224.17,113.24,60.09,25.39,62.7,NORMAL,C,2026-05-25 00:58:53
TRF-0009,Abha-City,238.96,384.49,59.8,91.88,55.7,NORMAL,C,20260525T005853
TRF-0010,Tabuk-Center,224.25,293.63,59.99,65.85,58.6,NORMAL,B,2026-05-25 00:58:53
TRF-0001,Riyadh-North,239.04,165.29,59.97,39.51,62.5,NORMAL,C,05/25/2026 00:58:53
TRF-0002,Riyadh-East,223.2,185.75,60.03,41.46,34.5,NORMAL,A,05/25/2026 00:58:53
TRF-0003,Jeddah-Main,222.6,130.69,59.81,29.09,45.9,NORMAL,C,20260525T005853
TRF-0004,Jeddah-Industrial,221.88,399.19,60.13,88.57,57.1,NORMAL,B,2026/05/25 00:58:53
TRF-0005,Dammam-Central,229.81,416.21,59.93,95.65,49.1,NORMAL,B,20260525T005853
TRF-0006,Dammam-Port,227.67,174.61,60.13,39.75,45.2,NORMAL,A,2026-05-25 00:58:53
