transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0009,Abha-City,237.88,283.06,60.17,67.33,36.8,NORMAL,A,25-05-2026 00:59
TRF-0010,Tabuk-Center,222.61,411.38,59.82,91.58,56.4,NORMAL,A,2026-05-25 00:59:09
TRF-0001,Riyadh-North,225.11,341.28,60.07,76.83,51.0,NORMAL,B,25-05-2026 00:59
TRF-0001,Riyadh-North,225.11,341.28,60.07,76.83,51.0,NORMAL,B,25-05-2026 00:59
TRF-0002,Riyadh-East,223.86,182.32,60.17,40.81,37.6,NORMAL,A,2026-05-25 00:59:09
TRF-0003,Jeddah-Main,224.99,235.01,60.2,52.87,54.7,NORMAL,B,20260525T005909
TRF-0004,Jeddah-Industrial,233.43,365.5,60.18,85.32,57.8,NORMAL,B,2026-05-25 00:59:09
TRF-0005,Dammam-Central,235.58,255.48,59.9,60.19,47.2,NORMAL,A,25-05-2026 00:59
TRF-0006,Dammam-Port,223.34,254.69,60.11,56.88,50.4,NORMAL,B,20260525T005909
TRF-0007,Mecca-Haram,224.3,387.54,60.04,86.93,45.7,NORMAL,C,05/25/2026 00:59:09
TRF-0008,Medina-Central,235.41,474.96,59.9,111.81,61.2,NORMAL,C,25-05-2026 00:59
TRF-0009,Abha-City,226.61,246.63,60.06,55.89,51.2,NORMAL,A,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,220.65,155.98,60.15,34.42,48.1,NORMAL,B,2026-05-25 00:59:09
TRF-0001,Riyadh-North,231.13,228.7,59.83,52.86,38.3,NORMAL,B,25-05-2026 00:59
TRF-0002,Riyadh-East,236.3,234.86,60.09,55.5,39.2,NORMAL,C,20260525T005909
TRF-0003,Jeddah-Main,237.68,317.9,59.96,75.56,43.4,NORMAL,C,05/25/2026 00:59:09
TRF-0004,Jeddah-Industrial,239.94,438.03,60.01,105.1,30.2,NORMAL,B,2026/05/25 00:59:09
TRF-0005,Dammam-Central,230.62,172.97,60.14,39.89,64.3,NORMAL,A,20260525T005909
TRF-0006,Dammam-Port,228.97,464.15,60.16,106.28,32.3,NORMAL,A,2026/05/25 00:59:09
TRF-0007,Mecca-Haram,239.54,175.57,59.9,42.06,47.5,NORMAL,B,20260525T005909
TRF-0008,Medina-Central,227.44,425.67,49.76,96.81,48.9,FREQ_DRIFT,B,25-05-2026 00:59
TRF-0009,Abha-City,238.63,151.52,59.93,36.16,55.2,NORMAL,C,25-05-2026 00:59
TRF-0010,Tabuk-Center,224.86,184.8,59.94,41.55,33.7,NORMAL,B,20260525T005909
TRF-0001,Riyadh-North,237.28,269.7,60.03,63.99,54.0,NORMAL,C,2026-05-25 00:59:09
TRF-0002,Riyadh-East,236.9,490.46,59.82,116.19,62.2,NORMAL,B,25-05-2026 00:59
TRF-0003,Jeddah-Main,-230,413.31,59.93,92.11,31.6,NORMAL,C,05/25/2026 00:59:09
TRF-0004,Jeddah-Industrial,238.69,126.74,60.18,30.25,48.2,NORMAL,A,05/25/2026 00:59:09
TRF-0005,Dammam-Central,235.55,1122.13,59.99,294.0,95.5,OVERLOAD,A,2026-05-25 00:59:09
TRF-0006,Dammam-Port,222.27,161.44,59.82,35.88,50.3,NORMAL,C,20260525T005909
TRF-0007,Mecca-Haram,222.95,458.84,60.13,102.3,46.6,NORMAL,B,2026/05/25 00:59:09
TRF-0009,Abha-City,221.13,224.57,60.2,49.66,34.8,NORMAL,A,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,226.92,227.18,60.07,51.55,35.6,NORMAL,B,2026/05/25 00:59:09
TRF-0001,Riyadh-North,229.09,110.87,59.85,25.4,53.6,NORMAL,B,2026-05-25 00:59:09
TRF-0002,Riyadh-East,239.87,323.49,60.1,77.6,63.0,NORMAL,C,2026/05/25 00:59:09
TRF-0003,Jeddah-Main,239.59,204.29,59.94,48.95,59.3,NORMAL,B,25-05-2026 00:59
TRF-0004,Jeddah-Industrial,226.64,365.35,60.19,82.8,48.6,NORMAL,A,05/25/2026 00:59:09
TRF-0005,Dammam-Central,226.48,394.74,59.93,89.4,35.3,NORMAL,A,20260525T005909
TRF-0006,Dammam-Port,227.2,130.53,60.11,29.66,64.1,NORMAL,B,05/25/2026 00:59:09
TRF-0007,Mecca-Haram,221.97,378.22,59.9,83.95,41.6,NORMAL,C,05/25/2026 00:59:09
TRF-0008,Medina-Central,226.85,1169.11,60.07,259.95,118.2,OVERLOAD,B,25-05-2026 00:59
TRF-0009,Abha-City,229.97,246.09,59.94,56.59,30.5,NORMAL,A,25-05-2026 00:59
TRF-0010,Tabuk-Center,231.72,197.01,60.05,45.65,58.1,NORMAL,B,2026/05/25 00:59:09
TRF-0001,Riyadh-North,233.95,241.3,59.84,56.45,35.6,NORMAL,B,20260525T005909
TRF-0002,Riyadh-East,227.14,390.42,60.0,88.68,31.4,NORMAL,B,05/25/2026 00:59:09
TRF-0003,Jeddah-Main,224.41,186.65,59.94,41.89,47.5,NORMAL,C,20260525T005909
TRF-0004,Jeddah-Industrial,228.58,149.16,59.9,34.09,49.5,NORMAL,A,25-05-2026 00:59
TRF-0005,Dammam-Central,229.25,380.14,59.92,87.15,58.6,NORMAL,C,2026/05/25 00:59:09
TRF-0006,Dammam-Port,228.14,178.1,59.82,40.63,30.4,NORMAL,C,20260525T005909
TRF-0007,Mecca-Haram,224.36,275.66,59.8,61.85,43.3,NORMAL,B,05/25/2026 00:59:09
TRF-0008,Medina-Central,237.92,465.34,60.05,110.71,46.4,NORMAL,B,20260525T005909
TRF-0009,Abha-City,223.16,471.74,60.05,105.27,60.9,NORMAL,C,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,239.51,186.97,59.96,44.78,250.0,OVERHEAT,C,2026/05/25 00:59:09
TRF-0001,Riyadh-North,232.64,304.68,60.1,70.88,49.2,NORMAL,C,2026-05-25 00:59:09
TRF-0002,Riyadh-East,231.67,345.19,59.93,79.97,52.8,NORMAL,B,2026-05-25 00:59:09
TRF-0004,Jeddah-Industrial,220.61,486.19,59.82,107.26,56.1,NORMAL,A,2026/05/25 00:59:09
TRF-0005,Dammam-Central,223.92,419.35,59.92,93.9,45.0,NORMAL,A,05/25/2026 00:59:09
TRF-0006,Dammam-Port,231.55,351.06,59.95,81.29,,NORMAL,C,20260525T005909
TRF-0007,Mecca-Haram,222.69,330.0,60.04,73.49,48.1,NORMAL,A,2026-05-25 00:59:09
TRF-0008,Medina-Central,225.17,188.32,59.82,42.4,53.0,NORMAL,B,25-05-2026 00:59
TRF-0009,Abha-City,228.32,303.51,59.89,69.3,55.0,NORMAL,A,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,232.81,353.72,60.0,82.35,50.9,NORMAL,B,2026-05-25 00:59:09
TRF-0001,Riyadh-North,235.26,353.53,59.94,83.17,61.1,NORMAL,C,05/25/2026 00:59:09
TRF-0002,Riyadh-East,231.12,201.68,59.88,46.61,46.0,NORMAL,B,05/25/2026 00:59:09
TRF-0003,Jeddah-Main,230.77,172.58,59.87,39.83,61.7,NORMAL,A,05/25/2026 00:59:09
TRF-0003,Jeddah-Main,230.77,172.58,59.87,39.83,61.7,NORMAL,A,05/25/2026 00:59:09
TRF-0004,Jeddah-Industrial,221.11,430.09,60.0,95.1,53.9,NORMAL,A,2026/05/25 00:59:09
TRF-0005,Dammam-Central,222.08,126.02,60.09,27.99,63.7,NORMAL,B,2026-05-25 00:59:09
TRF-0007,Mecca-Haram,238.44,386.99,59.94,92.27,50.6,NORMAL,C,20260525T005909
TRF-0008,Medina-Central,238.74,215.58,60.04,51.47,55.9,NORMAL,B,2026/05/25 00:59:09
TRF-0009,Abha-City,233.44,124.3,59.94,29.02,61.4,NORMAL,C,05/25/2026 00:59:09
TRF-0010,Tabuk-Center,220.3,374.93,60.15,82.6,31.2,NORMAL,A,05/25/2026 00:59:09
TRF-0001,Riyadh-North,236.83,195.53,60.2,46.31,61.7,NORMAL,A,2026-05-25 00:59:09
TRF-0002,Riyadh-East,234.58,193.35,60.16,45.36,43.6,NORMAL,B,2026-05-25 00:59:09
TRF-0003,Jeddah-Main,223.13,168.72,59.96,37.65,63.1,NORMAL,C,2026-05-25 00:59:09
TRF-0004,Jeddah-Industrial,234.16,101.96,59.99,23.87,37.3,NORMAL,C,20260525T005909
TRF-0005,Dammam-Central,231.51,114.25,59.88,26.45,,NORMAL,C,2026-05-25 00:59:09
TRF-0006,Dammam-Port,221.61,375.56,60.14,83.23,58.2,NORMAL,B,25-05-2026 00:59
TRF-0007,Mecca-Haram,225.42,157.84,60.17,35.58,59.2,NORMAL,C,2026-05-25 00:59:09
TRF-0008,Medina-Central,238.28,133.51,59.84,31.81,45.4,NORMAL,B,05/25/2026 00:59:09
TRF-0009,Abha-City,220.5,203.82,60.11,44.94,32.5,NORMAL,C,05/25/2026 00:59:09
TRF-0010,Tabuk-Center,227.91,467.05,60.03,106.45,56.8,NORMAL,A,2026-05-25 00:59:09
TRF-0001,Riyadh-North,232.25,495.64,59.9,115.11,43.2,NORMAL,C,25-05-2026 00:59
TRF-0002,Riyadh-East,226.72,998.98,60.04,214.32,107.4,OVERLOAD,A,25-05-2026 00:59
TRF-0003,Jeddah-Main,234.53,145.35,60.01,34.09,63.4,NORMAL,C,20260525T005909
TRF-0004,Jeddah-Industrial,233.1,331.86,59.83,77.36,40.6,NORMAL,C,20260525T005909
TRF-0004,Jeddah-Industrial,233.1,331.86,59.83,77.36,40.6,NORMAL,C,20260525T005909
TRF-0005,Dammam-Central,225.12,233.9,59.99,52.66,32.2,NORMAL,A,20260525T005909
TRF-0006,Dammam-Port,230.97,319.84,59.83,73.87,42.0,NORMAL,C,2026-05-25 00:59:09
TRF-0006,Dammam-Port,230.97,319.84,59.83,73.87,42.0,NORMAL,C,2026-05-25 00:59:09
TRF-0007,Mecca-Haram,235.48,413.05,59.88,97.27,50.3,NORMAL,A,2026-05-25 00:59:09
TRF-0008,Medina-Central,227.88,181.69,59.99,41.4,60.9,NORMAL,B,2026-05-25 00:59:09
TRF-0009,Abha-City,237.23,0.0,59.89,0.0,63.7,OUTAGE,A,05/25/2026 00:59:09
TRF-0010,Tabuk-Center,236.67,458.01,,108.4,52.3,NORMAL,A,05/25/2026 00:59:09
TRF-0001,Riyadh-North,226.94,164.54,60.02,37.34,60.8,NORMAL,B,25-05-2026 00:59
TRF-0002,Riyadh-East,222.31,170.1,60.12,37.81,42.1,NORMAL,A,05/25/2026 00:59:09
TRF-0003,Jeddah-Main,225.03,295.97,59.96,66.6,50.6,NORMAL,B,2026-05-25 00:59:09
TRF-0004,Jeddah-Industrial,234.14,125.16,59.95,29.3,32.2,NORMAL,C,20260525T005909
TRF-0005,Dammam-Central,232.35,427.7,59.94,99.38,41.9,NORMAL,C,05/25/2026 00:59:09
TRF-0006,Dammam-Port,236.48,406.24,60.11,96.07,39.9,NORMAL,C,2026/05/25 00:59:09
TRF-0007,Mecca-Haram,223.18,346.37,59.86,77.3,61.7,NORMAL,B,05/25/2026 00:59:09
TRF-0007,Mecca-Haram,223.18,346.37,59.86,77.3,61.7,NORMAL,B,05/25/2026 00:59:09
TRF-0008,Medina-Central,229.12,334.59,59.93,76.66,33.1,NORMAL,C,2026/05/25 00:59:09
TRF-0009,Abha-City,232.87,133.44,59.88,31.07,54.5,NORMAL,C,25-05-2026 00:59
TRF-0010,Tabuk-Center,232.71,309.63,59.81,72.05,46.2,NORMAL,A,05/25/2026 00:59:09
TRF-0001,Riyadh-North,231.83,125.97,60.07,29.2,56.6,NORMAL,A,2026/05/25 00:59:09
TRF-0002,Riyadh-East,235.72,220.27,59.82,51.92,55.0,NORMAL,C,05/25/2026 00:59:09
TRF-0003,Jeddah-Main,222.13,145.3,59.87,32.28,,NORMAL,B,2026-05-25 00:59:09
TRF-0004,Jeddah-Industrial,237.68,186.9,59.99,44.42,43.0,NORMAL,A,20260525T005909
TRF-0005,Dammam-Central,226.27,365.16,59.84,82.62,49.9,NORMAL,B,20260525T005909
TRF-0006,Dammam-Port,235.7,160.82,59.88,37.91,47.1,NORMAL,B,2026-05-25 00:59:09
TRF-0007,Mecca-Haram,223.39,805.63,60.19,202.1,92.4,OVERLOAD,A,25-05-2026 00:59
TRF-0008,Medina-Central,222.15,285.75,59.93,63.48,36.4,NORMAL,A,2026-05-25 00:59:09
TRF-0009,Abha-City,231.23,315.72,60.06,73.0,30.3,NORMAL,B,05/25/2026 00:59:09
TRF-0010,Tabuk-Center,223.94,251.05,59.92,56.22,56.0,NORMAL,C,2026-05-25 00:59:09
TRF-0001,Riyadh-North,224.33,339.05,59.98,76.06,46.1,NORMAL,C,2026-05-25 00:59:09
TRF-0002,Riyadh-East,228.23,282.27,60.0,64.42,51.0,NORMAL,B,05/25/2026 00:59:09
TRF-0003,Jeddah-Main,220.38,224.73,48.04,49.53,60.7,FREQ_DRIFT,A,05/25/2026 00:59:09
TRF-0004,Jeddah-Industrial,238.45,321.99,60.09,76.78,39.8,NORMAL,C,25-05-2026 00:59
TRF-0005,Dammam-Central,238.31,235.36,60.15,56.09,61.3,NORMAL,C,20260525T005909
TRF-0006,Dammam-Port,220.54,230.9,60.14,50.92,46.4,NORMAL,B,20260525T005909
TRF-0007,Mecca-Haram,232.39,120.33,59.84,27.96,56.1,NORMAL,C,05/25/2026 00:59:09
TRF-0008,Medina-Central,221.78,297.05,59.93,65.88,60.4,NORMAL,A,20260525T005909
TRF-0009,Abha-City,225.37,237.64,60.07,53.56,63.1,NORMAL,A,2026/05/25 00:59:09
TRF-0010,Tabuk-Center,220.22,429.45,60.1,94.57,30.5,NORMAL,B,2026/05/25 00:59:09
TRF-0001,Riyadh-North,227.65,247.85,60.03,56.42,52.6,NORMAL,C,2026-05-25 00:59:09
TRF-0002,Riyadh-East,222.2,402.01,60.01,89.33,53.2,NORMAL,C,20260525T005909
TRF-0003,Jeddah-Main,220.31,469.32,52.68,103.4,37.8,FREQ_DRIFT,C,20260525T005909
TRF-0004,Jeddah-Industrial,239.81,369.94,59.95,88.72,33.9,NORMAL,A,20260525T005909
TRF-0005,Dammam-Central,223.83,315.94,59.85,70.72,30.5,NORMAL,C,20260525T005909
TRF-0006,Dammam-Port,224.91,313.05,60.18,70.41,51.5,NORMAL,B,05/25/2026 00:59:09
TRF-0007,Mecca-Haram,228.19,489.67,59.81,111.74,63.7,NORMAL,A,2026/05/25 00:59:09
TRF-0008,Medina-Central,231.09,467.45,60.11,108.02,46.4,NORMAL,C,20260525T005909
TRF-0009,Abha-City,235.18,476.34,60.0,112.03,50.5,NORMAL,A,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,239.19,273.87,59.88,65.51,38.5,NORMAL,B,05/25/2026 00:59:09
TRF-0001,Riyadh-North,235.64,171.08,60.15,40.31,59.7,NORMAL,A,05/25/2026 00:59:09
TRF-0002,Riyadh-East,222.87,299.97,60.07,66.85,46.0,NORMAL,C,25-05-2026 00:59
TRF-0003,Jeddah-Main,230.65,379.63,60.0,87.56,43.5,NORMAL,C,20260525T005909
TRF-0004,Jeddah-Industrial,239.69,343.9,60.0,82.43,64.6,NORMAL,C,20260525T005909
TRF-0005,Dammam-Central,229.24,140.24,59.99,32.15,42.4,NORMAL,A,05/25/2026 00:59:09
TRF-0006,Dammam-Port,239.71,483.76,60.05,115.96,37.9,NORMAL,A,2026/05/25 00:59:09
TRF-0007,Mecca-Haram,222.49,446.29,60.12,99.3,36.6,NORMAL,C,2026/05/25 00:59:09
TRF-0008,Medina-Central,220.1,308.32,59.98,67.86,49.2,NORMAL,C,2026/05/25 00:59:09
TRF-0009,Abha-City,233.97,216.52,60.16,50.66,61.3,NORMAL,A,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,231.6,332.3,59.91,76.96,43.9,NORMAL,C,2026-05-25 00:59:09
TRF-0001,Riyadh-North,226.65,135.1,60.19,30.62,59.3,NORMAL,C,2026/05/25 00:59:09
TRF-0002,Riyadh-East,225.02,343.82,60.01,77.37,58.2,NORMAL,A,20260525T005909
TRF-0003,Jeddah-Main,222.78,213.5,59.95,47.56,33.1,NORMAL,A,25-05-2026 00:59
TRF-0004,Jeddah-Industrial,237.67,328.77,59.98,78.14,30.8,NORMAL,B,2026/05/25 00:59:09
TRF-0005,Dammam-Central,236.59,191.14,59.96,45.22,63.3,NORMAL,A,25-05-2026 00:59
TRF-0006,Dammam-Port,227.42,337.54,59.84,76.76,58.8,NORMAL,C,25-05-2026 00:59
TRF-0007,Mecca-Haram,230.21,217.33,59.98,50.03,40.9,NORMAL,C,20260525T005909
TRF-0008,Medina-Central,223.6,385.16,59.81,86.12,63.6,NORMAL,A,05/25/2026 00:59:09
TRF-0009,Abha-City,237.88,495.01,60.1,117.75,36.7,NORMAL,B,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,229.43,222.25,60.08,50.99,55.0,NORMAL,A,20260525T005909
TRF-0001,Riyadh-North,239.28,125.58,59.93,30.05,52.2,NORMAL,A,20260525T005909
TRF-0002,Riyadh-East,231.19,223.17,60.0,51.59,36.5,NORMAL,C,2026-05-25 00:59:09
TRF-0003,Jeddah-Main,223.45,134.09,59.83,29.96,33.3,NORMAL,C,2026/05/25 00:59:09
TRF-0004,Jeddah-Industrial,239.95,366.34,60.07,87.9,57.1,NORMAL,B,2026/05/25 00:59:09
TRF-0005,Dammam-Central,239.79,334.05,59.92,80.1,30.4,NORMAL,A,05/25/2026 00:59:09
TRF-0006,Dammam-Port,-230,214.44,60.06,48.55,49.0,NORMAL,A,2026/05/25 00:59:09
TRF-0007,Mecca-Haram,224.32,216.15,59.99,48.49,57.8,NORMAL,C,05/25/2026 00:59:09
TRF-0008,Medina-Central,225.66,491.97,59.83,111.02,36.9,NORMAL,B,2026/05/25 00:59:09
TRF-0009,Abha-City,228.47,179.34,60.17,40.97,50.2,NORMAL,A,25-05-2026 00:59
TRF-0010,Tabuk-Center,237.78,0.0,59.98,0.0,62.8,OUTAGE,B,25-05-2026 00:59
TRF-0001,Riyadh-North,220.03,421.32,60.06,92.7,46.6,NORMAL,B,20260525T005909
TRF-0002,Riyadh-East,223.24,385.1,60.1,85.97,45.7,NORMAL,C,25-05-2026 00:59
TRF-0002,Riyadh-East,223.24,385.1,60.1,85.97,45.7,NORMAL,C,25-05-2026 00:59
TRF-0003,Jeddah-Main,227.76,243.69,59.91,55.5,47.6,NORMAL,B,2026-05-25 00:59:09
TRF-0004,Jeddah-Industrial,221.71,480.97,59.91,106.64,49.1,NORMAL,A,2026-05-25 00:59:09
TRF-0005,Dammam-Central,238.65,355.71,60.17,84.89,41.2,NORMAL,A,2026/05/25 00:59:09
TRF-0006,Dammam-Port,232.73,409.73,60.17,95.36,33.2,NORMAL,B,20260525T005909
TRF-0007,Mecca-Haram,231.04,216.17,59.9,49.94,36.3,NORMAL,B,2026-05-25 00:59:09
TRF-0008,Medina-Central,228.7,134.55,59.93,30.77,60.0,NORMAL,C,2026-05-25 00:59:09
TRF-0009,Abha-City,227.34,274.69,60.11,62.45,39.7,NORMAL,C,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,229.24,323.73,59.88,74.21,36.1,NORMAL,B,05/25/2026 00:59:09
TRF-0001,Riyadh-North,235.86,153.64,60.11,36.24,46.5,NORMAL,C,2026-05-25 00:59:09
TRF-0002,Riyadh-East,232.19,470.01,59.87,109.13,59.7,NORMAL,C,2026-05-25 00:59:09
TRF-0003,Jeddah-Main,225.93,443.09,59.88,100.11,36.4,NORMAL,A,05/25/2026 00:59:09
TRF-0004,Jeddah-Industrial,222.48,434.08,59.95,96.57,63.4,NORMAL,C,20260525T005909
TRF-0005,Dammam-Central,226.02,453.68,59.87,102.54,57.1,NORMAL,C,2026/05/25 00:59:09
TRF-0006,Dammam-Port,226.84,339.32,60.02,76.97,39.6,NORMAL,B,25-05-2026 00:59
TRF-0007,Mecca-Haram,232.63,145.67,60.02,33.89,36.2,NORMAL,B,20260525T005909
TRF-0008,Medina-Central,223.5,174.71,59.84,39.05,55.6,NORMAL,B,05/25/2026 00:59:09
TRF-0009,Abha-City,225.95,374.43,59.87,84.6,65.0,NORMAL,B,2026-05-25 00:59:09
TRF-0010,Tabuk-Center,220.31,409.36,60.0,90.19,30.1,NORMAL,B,05/25/2026 00:59:09
TRF-0001,Riyadh-North,226.62,205.86,60.13,46.65,37.9,NORMAL,C,2026/05/25 00:59:09
TRF-0002,Riyadh-East,238.09,206.8,60.01,49.24,56.7,NORMAL,A,2026/05/25 00:59:09
TRF-0003,Jeddah-Main,227.73,473.86,60.06,107.91,55.6,NORMAL,A,25-05-2026 00:59
TRF-0004,Jeddah-Industrial,222.51,367.7,60.11,81.82,39.5,NORMAL,A,25-05-2026 00:59
TRF-0005,Dammam-Central,237.54,207.24,53.15,49.23,43.1,FREQ_DRIFT,C,25-05-2026 00:59
TRF-0006,Dammam-Port,227.93,204.6,59.86,46.63,41.0,NORMAL,A,05/25/2026 00:59:09
TRF-0007,Mecca-Haram,235.96,106.46,60.12,25.12,51.0,NORMAL,B,25-05-2026 00:59
TRF-0008,Medina-Central,-230,285.79,60.2,63.11,39.5,NORMAL,B,20260525T005909
TRF-0009,Abha-City,236.76,121.31,60.09,28.72,40.2,NORMAL,A,20260525T005909
TRF-0010,Tabuk-Center,239.51,457.78,,109.64,34.5,NORMAL,C,05/25/2026 00:59:09
TRF-0001,Riyadh-North,223.15,179.19,59.86,39.99,51.5,NORMAL,A,2026-05-25 00:59:10
TRF-0002,Riyadh-East,-230,106.73,60.1,24.73,57.8,NORMAL,A,05/25/2026 00:59:10
TRF-0003,Jeddah-Main,232.61,497.61,59.85,115.75,60.8,NORMAL,A,20260525T005910
TRF-0004,Jeddah-Industrial,232.13,482.19,60.0,111.93,36.9,NORMAL,C,05/25/2026 00:59:10
TRF-0005,Dammam-Central,229.46,487.88,60.03,111.95,43.8,NORMAL,B,2026/05/25 00:59:10
TRF-0006,Dammam-Port,232.2,195.69,59.86,45.44,62.8,NORMAL,A,2026-05-25 00:59:10
TRF-0007,Mecca-Haram,237.12,291.7,60.16,69.17,60.6,NORMAL,A,2026-05-25 00:59:10
TRF-0008,Medina-Central,230.45,361.32,59.87,83.27,64.2,NORMAL,B,05/25/2026 00:59:10
TRF-0009,Abha-City,238.31,0.0,59.9,0.0,36.4,OUTAGE,B,2026/05/25 00:59:10
TRF-0009,Abha-City,238.31,0.0,59.9,0.0,36.4,OUTAGE,B,2026/05/25 00:59:10
TRF-0010,Tabuk-Center,229.93,275.79,59.91,63.41,39.8,NORMAL,C,20260525T005910
TRF-0001,Riyadh-North,238.57,294.15,60.02,70.18,43.4,NORMAL,A,20260525T005910
TRF-0002,Riyadh-East,224.88,370.68,59.88,83.36,56.6,NORMAL,A,25-05-2026 00:59
TRF-0003,Jeddah-Main,238.53,222.37,60.08,53.04,42.3,NORMAL,B,20260525T005910
TRF-0004,Jeddah-Industrial,235.88,437.41,60.0,103.18,54.3,NORMAL,A,25-05-2026 00:59
TRF-0005,Dammam-Central,229.84,419.47,60.05,96.41,35.1,NORMAL,C,05/25/2026 00:59:10
TRF-0006,Dammam-Port,234.84,423.55,60.18,99.47,47.4,NORMAL,B,05/25/2026 00:59:10
TRF-0007,Mecca-Haram,234.22,458.33,60.19,107.35,63.6,NORMAL,B,2026-05-25 00:59:10
TRF-0008,Medina-Central,230.99,132.66,59.91,30.64,55.7,NORMAL,B,25-05-2026 00:59
TRF-0009,Abha-City,232.44,252.81,60.03,58.76,32.8,NORMAL,A,2026-05-25 00:59:10
TRF-0010,Tabuk-Center,237.46,380.6,60.08,90.38,50.7,NORMAL,A,05/25/2026 00:59:10
TRF-0001,Riyadh-North,223.91,336.46,59.87,75.34,39.9,NORMAL,A,05/25/2026 00:59:10
TRF-0002,Riyadh-East,224.46,345.23,60.03,77.49,62.2,NORMAL,B,25-05-2026 00:59
TRF-0003,Jeddah-Main,234.62,262.4,59.88,61.56,62.8,NORMAL,C,2026/05/25 00:59:10
TRF-0004,Jeddah-Industrial,228.22,123.32,60.14,28.14,57.7,NORMAL,B,05/25/2026 00:59:10
TRF-0005,Dammam-Central,237.95,182.55,60.18,43.44,30.0,NORMAL,C,20260525T005910
TRF-0006,Dammam-Port,227.66,497.86,59.93,113.34,51.6,NORMAL,C,2026-05-25 00:59:10
TRF-0007,Mecca-Haram,-230,464.43,59.85,102.7,56.5,NORMAL,C,25-05-2026 00:59
TRF-0008,Medina-Central,228.78,267.74,59.83,61.25,47.4,NORMAL,B,20260525T005910
TRF-0009,Abha-City,228.55,398.29,59.86,91.03,59.3,NORMAL,A,2026/05/25 00:59:10
TRF-0010,Tabuk-Center,226.75,355.09,59.95,80.52,52.8,NORMAL,B,05/25/2026 00:59:10
TRF-0001,Riyadh-North,226.9,0.0,60.08,0.0,44.0,OUTAGE,A,05/25/2026 00:59:10
TRF-0002,Riyadh-East,220.07,267.21,60.08,58.8,45.8,NORMAL,C,2026/05/25 00:59:10
TRF-0003,Jeddah-Main,227.68,187.34,60.19,42.65,37.9,NORMAL,A,2026/05/25 00:59:10
TRF-0004,Jeddah-Industrial,230.04,328.34,59.84,75.53,50.5,NORMAL,B,2026/05/25 00:59:10
TRF-0005,Dammam-Central,234.26,234.54,60.08,54.94,38.1,NORMAL,A,2026/05/25 00:59:10
TRF-0006,Dammam-Port,225.74,340.43,59.83,76.85,54.3,NORMAL,B,25-05-2026 00:59
TRF-0007,Mecca-Haram,233.14,126.1,60.07,29.4,54.6,NORMAL,A,25-05-2026 00:59
TRF-0008,Medina-Central,232.68,335.83,59.89,78.14,49.8,NORMAL,C,20260525T005910
TRF-0009,Abha-City,-230,461.09,60.18,105.78,60.7,NORMAL,B,2026-05-25 00:59:10
TRF-0010,Tabuk-Center,231.93,416.87,60.03,96.68,54.7,NORMAL,B,20260525T005910
TRF-0001,Riyadh-North,223.6,373.43,59.84,83.5,40.0,NORMAL,A,25-05-2026 00:59
TRF-0002,Riyadh-East,237.51,413.61,59.84,98.24,33.2,NORMAL,C,25-05-2026 00:59
TRF-0003,Jeddah-Main,238.58,242.66,60.14,57.89,55.6,NORMAL,A,05/25/2026 00:59:10
TRF-0004,Jeddah-Industrial,229.94,166.22,59.86,38.22,52.0,NORMAL,B,2026-05-25 00:59:10
TRF-0005,Dammam-Central,231.22,111.15,59.83,25.7,30.9,NORMAL,C,25-05-2026 00:59
TRF-0006,Dammam-Port,235.14,124.97,59.95,29.39,34.3,NORMAL,A,20260525T005910
TRF-0006,Dammam-Port,235.14,124.97,59.95,29.39,34.3,NORMAL,A,20260525T005910
TRF-0007,Mecca-Haram,224.91,310.17,59.84,69.76,42.8,NORMAL,A,05/25/2026 00:59:10
TRF-0008,Medina-Central,231.17,195.74,60.18,45.25,58.3,NORMAL,A,05/25/2026 00:59:10
TRF-0009,Abha-City,236.94,273.64,60.04,64.84,59.3,NORMAL,B,2026-05-25 00:59:10
TRF-0010,Tabuk-Center,226.52,424.94,59.95,96.26,58.3,NORMAL,B,05/25/2026 00:59:10
TRF-0001,Riyadh-North,228.59,197.02,59.89,45.04,35.4,NORMAL,A,05/25/2026 00:59:10
TRF-0002,Riyadh-East,228.7,353.63,60.14,80.88,42.3,NORMAL,C,20260525T005910
TRF-0003,Jeddah-Main,235.91,466.82,60.09,110.13,44.5,NORMAL,C,2026/05/25 00:59:10
TRF-0004,Jeddah-Industrial,228.01,244.18,59.98,55.68,43.5,NORMAL,B,05/25/2026 00:59:10
TRF-0005,Dammam-Central,227.5,281.14,59.98,63.96,30.7,NORMAL,A,20260525T005910
TRF-0006,Dammam-Port,230.29,269.36,60.02,62.03,58.4,NORMAL,C,25-05-2026 00:59
TRF-0007,Mecca-Haram,230.62,331.08,59.91,76.35,64.5,NORMAL,C,05/25/2026 00:59:10
TRF-0008,Medina-Central,228.4,494.58,59.98,112.96,37.1,NORMAL,A,20260525T005910
